score,label
5.799253e+07,0
1.0196176e+12,0
8.254443e+07,0
8.2568817e+12,0
5.5839588e+07,0
1.166922e+13,0
3.1203085e+08,0
7.1640264e+07,0
6.199725e+12,0
8.57426e+07,0
2.235323e+13,0
6.977242e+07,0
6.5981616e+07,0
8.559157e+07,0
1.1163603e+08,0
8.559093e+07,0
2.0943498e+13,0
7.751303e+07,0
7.250465e+07,0
2.1356882e+13,0
8.050856e+07,0
8.493814e+07,0
1.7662155e+13,0
6.5313436e+07,0
7.199474e+07,0
8.832487e+07,0
5.9427316e+07,0
3.0170565e+12,0
5.8382544e+07,0
7.3135016e+07,0
1.2770023e+12,0
8.484234e+07,0
8.3521096e+07,0
3.4288963e+08,0
1.8892282e+13,0
3.4126032e+08,0
5.5648812e+07,0
1.3278777e+13,0
9.942245e+07,0
6.0386852e+07,0
4.366453e+12,0
8.109508e+07,0
9.886572e+07,0
1.2215824e+13,0
1.0131443e+08,0
2.5583895e+13,0
7.029462e+07,0
3.2636246e+08,0
3.6147152e+12,0
8.072907e+07,0
8.801633e+07,0
5.920163e+11,0
2.6779016e+08,0
9.992646e+11,0
1.3734574e+13,0
1.8801595e+08,0
7.052535e+07,0
1.0139868e+13,0
5.076314e+07,0
1.706555e+13,0
4.9278756e+07,0
7.69555e+07,0
44123.38,0
6.8635336e+07,0
3.058681e+08,0
9.066768e+12,0
8.754291e+07,0
5.7720376e+07,0
1.1250122e+12,0
7.640357e+07,0
3.4662122e+08,0
8.32397e+07,0
223502.86,0
3.3617526e+08,0
7.8595624e+07,0
9.898076e+12,0
3.1495885e+08,0
4.0026914e+12,0
7.35099e+07,0
5.6761868e+07,0
1.0734109e+13,0
8.1831656e+07,0
8.107833e+07,0
2.6197094e+13,0
7.598872e+07,0
7.742542e+07,0
8.2903984e+12,0
9.508337e+07,0
8.5876856e+07,0
7.847704e+07,0
1.2569189e+08,0
7.209206e+07,0
8.315175e+07,0
8.345832e+07,0
7.875341e+07,0
6.149796e+12,0
7.414208e+07,0
7.982128e+12,0
8.197836e+07,0
6.9264794e+12,0
7.653574e+07,0
7.427313e+07,0
4.432616e+12,0
8.444399e+07,0
9.370005e+07,0
6.0161353e+11,0
9.490635e+07,0
7.680675e+07,0
6.301019e+07,0
1.370086e+08,0
7.9908536e+07,0
5.6937104e+07,0
1.3733038e+13,0
3.1212154e+08,0
7.9907656e+07,0
1.3870043e+13,0
9.684697e+07,0
1.0044455e+13,0
7.493294e+07,0
7.145865e+07,0
9.225844e+11,0
3.0988253e+08,0
6.4893475e+12,0
8.3798e+07,0
7.8193096e+07,0
5.931929e+11,0
3.5425696e+08,0
9.318649e+07,0
8.817513e+07,0
6.1308948e+07,0
8.303259e+07,0
1.2335334e+13,0
8.072167e+07,0
8.722085e+07,0
3.3918395e+12,0
7.903519e+07,0
7.562921e+12,0
7.530614e+07,0
7.959846e+07,0
196212.55,0
6.1950376e+07,0
5.042772e+12,0
8.503957e+07,0
3.409357e+08,0
5.502784e+12,0
9.558552e+07,0
7.951732e+07,0
1.3705384e+13,0
7.951705e+07,0
9.523409e+07,0
8.658774e+12,0
9.470805e+07,0
1.0897735e+08,0
1.014688e+08,0
1.3119333e+13,0
6.6547954e+12,0
1.0554246e+13,0
4.209544e+11,0
1.393273e+13,0
1.7445153e+13,0
4.8767513e+12,0
1.0223204e+12,0
2.2574403e+13,0
3.052284e+12,0
1.2923699e+12,0
2.6915274e+13,0
1.0320524e+13,0
6.7478665e+12,0
2.3113812e+11,0
1.0640992e+13,0
1.8923642e+12,0
1.8646926e+13,0
1.3702304e+12,0
9.35563e+12,0
1.5791679e+13,0
1.3102328e+13,0
1.8930148e+12,0
3.585134e+12,0
1.5258122e+13,0
1.6164469e+13,0
1.870852e+13,0
3.5348787e+12,0
1.0707706e+08,0
6.262039e+12,0
1.251365e+13,0
8.240287e+07,0
1.3316416e+13,0
1.0134055e+13,0
1.5300797e+13,0
1.0282654e+13,0
6.451042e+12,0
7.8259244e+11,0
9.63233e+12,0
9.316939e+12,0
1.242034e+13,0
3.1422192e+12,0
8.935364e+07,0
1.2079094e+08,0
1.4624708e+13,0
9.148208e+12,0
2.0165069e+13,0
1.1332305e+13,0
7.384185e+12,0
1.2365137e+12,0
1.943257e+13,0
2.1697411e+11,0
1.4599235e+12,0
1.0936355e+13,0
1.4875462e+13,0
2.057104e+13,0
3.3404064e+12,0
2.3106568e+13,0
9.196459e+12,0
1.1073788e+13,0
1.188172e+13,0
3.0510067e+12,0
8.241346e+07,0
1.2462099e+13,0
1.3384559e+12,0
1.5300115e+12,0
1.4878291e+13,0
1.2460661e+13,0
1.3336656e+13,0
5.3618037e+12,0
1.1224601e+13,0
4.8850865e+12,0
1.1498085e+13,0
9.339909e+11,0
8.401751e+11,0
7.0851814e+12,0
1.7500673e+13,0
1.0406046e+13,0
1.1451154e+13,0
1.1656108e+13,0
1.1701695e+13,0
1.7385838e+13,0
1.9338541e+13,0
1.5444183e+13,0
6.3859343e+12,0
2.3612099e+13,0
7.553688e+12,0
7.2489055e+12,0
1.718466e+13,0
8.67815e+12,0
1.3607697e+13,0
2.9846924e+12,0
2.1054502e+13,0
7.9000025e+12,0
1.89184e+12,0
1.1970341e+13,0
9.72097e+07,0
2.6899913e+13,0
1.338024e+13,0
110218.35,0
1.0687022e+13,0
1.2454915e+13,0
1.1658644e+13,0
1.1930938e+12,0
1.548467e+13,0
2.983833e+12,0
5.7427047e+12,0
6.4016477e+12,0
1.691081e+13,0
4.525963e+12,0
1.7830156e+13,0
1.0536703e+12,0
1.7935154e+13,0
2.1100001e+12,0
1.0564004e+13,0
1.7905939e+13,0
1.6922656e+13,0
7.046483e+12,0
1.4637657e+13,0
969848.0,0
1.4857079e+13,0
5.219714e+12,0
2.8152501e+12,0
1.2187033e+12,0
8.796963e+07,0
1.084982e+13,0
1.7905215e+13,0
1.4131282e+13,0
1.3368789e+13,0
68029.51,0
1.5517276e+13,0
2.0583186e+13,0
1.244304e+13,0
1.3399766e+13,0
9.7201176e+07,0
1.2096897e+12,0
1.7538747e+13,0
1.3136053e+13,0
5.258958e+12,0
3.7094244e+12,0
1.1231552e+12,0
4.885395e+12,0
1.922619e+13,0
2.312326e+12,0
5.766722e+11,0
9.391627e+12,0
1.195368e+13,0
1.1659928e+13,0
3.7528446e+12,0
7.9008477e+12,0
1.5364787e+12,0
1.7478707e+13,0
8.808619e+12,0
1.0650997e+13,0
2.7210749e+11,0
1.1712291e+12,0
1.5470165e+13,0
1.3384601e+13,0
1.3114067e+13,0
1.3028815e+13,0
6.968643e+12,0
3.4082332e+12,0
9.519854e+11,0
1.7454395e+13,0
1.283859e+13,0
1.2733181e+13,0
5.8356437e+12,0
2.990942e+12,0
9.042153e+11,0
1.0352839e+08,0
5.205545e+12,0
1.6011856e+13,0
1.2009681e+13,0
5.9156516e+12,0
6.1429797e+12,0
2.513371e+12,0
1.0653967e+13,0
9.929894e+12,0
1.9629617e+13,0
2.9153819e+13,0
9.032609e+12,0
1.4387034e+13,0
1.6700662e+13,0
1.1270509e+13,0
1.2058369e+13,0
1.0644534e+13,0
8.013937e+07,0
3.2948643e+12,0
8.0839977e+12,0
1.2413545e+13,0
2.1813558e+13,0
1.2450272e+13,0
2.0320218e+12,0
1.6911044e+13,0
5.8355954e+12,0
1.6417171e+13,0
2.6915476e+13,0
1.9175648e+07,0
2.5034093e+13,0
1.3062711e+13,0
4.0922257e+12,0
2.0782751e+13,0
1.6497833e+13,0
1.0805271e+13,0
1.1406303e+13,0
1.0963875e+13,0
5.7547513e+12,0
9.145533e+12,0
1.5289519e+12,0
7.3506483e+12,0
1.2726003e+13,0
2.1071114e+12,0
1.866187e+13,0
1.3508672e+13,0
2.2840236e+13,0
1.2409907e+13,0
1.6390913e+13,0
3.702784e+12,0
1.3439426e+13,0
2.1696017e+13,0
1.1275913e+13,0
3.4100163e+12,0
1.3253575e+13,0
1.7124879e+13,0
1.4830542e+13,0
1.2803418e+13,0
1.0295584e+13,0
5.6166444e+12,0
1.1619149e+13,0
1.4353995e+13,0
1.2215599e+13,0
1.8901715e+13,0
1.0949437e+13,0
1.2803676e+13,0
1.6001431e+13,0
6.7273663e+12,0
1.2047872e+08,0
1.1777081e+13,0
1.0161548e+07,0
1.0876976e+13,0
1.0947582e+13,0
8.79728e+07,0
2.0117615e+12,0
1.6996038e+13,0
1.307307e+13,0
1.4801619e+13,0
2.0424469e+12,0
334693.94,0
8.93182e+07,0
2.7324945e+13,0
4.1032928e+12,0
4.2298602e+12,0
2.1477478e+10,0
1.7796268e+13,0
1.6489959e+13,0
1.1969392e+13,0
1.9037412e+12,0
1.3459656e+13,0
1.1302115e+13,0
2.9207885e+12,0
7.487691e+12,0
1.2807541e+13,0
1.1104732e+13,0
1.0977539e+13,0
1.0345169e+13,0
1.0411862e+13,0
8.4957096e+12,0
1.7887543e+13,0
1.214556e+13,0
2.5615393e+12,0
1.4961085e+06,0
4.0965345e+12,0
3.672573e+11,0
1.4390285e+13,0
1.6767156e+12,0
1.2967272e+13,0
1.5247154e+13,0
1.3101896e+13,0
1.9741328e+12,0
2.3162538e+11,0
1.8327766e+12,0
9.276535e+12,0
1.4513427e+13,0
1.7632015e+13,0
1.1724731e+13,0
1.2147922e+13,0
1.3648585e+12,0
90897.836,0
1.1434399e+13,0
148800.69,0
1.1137614e+13,0
1.0408962e+13,0
128380.414,0
1.5705732e+13,0
1.3971718e+13,0
1.0612058e+13,0
8.466449e+07,0
2.1269855e+13,0
1.0661477e+13,0
1.8289372e+13,0
1.8024992e+13,0
1.892839e+12,0
1.1931719e+13,0
1.8910022e+12,0
5.636501e+12,0
1.16121384e+08,0
1.7602947e+12,0
4.043239e+12,0
1.2249526e+13,0
1.6986449e+13,0
1.4862895e+13,0
1.1963586e+12,0
3.6765906e+12,0
4.0690495e+12,0
1.7882015e+13,0
1.5588619e+13,0
1.6867657e+12,0
2.6755482e+13,0
71455.06,0
1.4029811e+13,0
1.3846981e+12,0
1.1510657e+13,0
1.7808975e+13,0
1.3385548e+13,0
8.5541745e+12,0
1.1717452e+13,0
1.5671912e+12,0
7.352314e+12,0
6.983187e+12,0
3.7934984e+12,0
1.4381129e+13,0
1.2365728e+13,0
6.3488603e+12,0
8.812629e+12,0
2.0605774e+12,0
120110.15,0
1.449136e+13,0
7.609791e+12,0
1.3906181e+13,0
1.23508776e+08,0
4.891444e+12,0
4.5407556e+12,0
5.0304217e+12,0
2.0748058e+12,0
8.323324e+12,0
1.3147093e+13,0
2.6565487e+12,0
1.9349077e+12,0
9.382748e+12,0
9.274629e+12,0
9.475263e+12,0
5.0991286e+12,0
1.2271021e+13,0
7.092176e+12,0
1.435275e+13,0
6.213116e+12,0
1.3324713e+13,0
1.27759e+13,0
1.0857582e+12,0
1.6860872e+13,0
9.007194e+12,0
1.3062528e+13,0
1.4942956e+12,0
1.6664905e+13,0
1.8928284e+12,0
1.8383668e+13,0
3.1452433e+12,0
7.806946e+12,0
1.5179423e+13,0
1.0965027e+13,0
84304.82,0
1.5331172e+13,0
1.6367448e+12,0
69774.46,0
2.798614e+12,0
1.1577188e+13,0
3.249988e+12,0
1.3172592e+13,0
1.9218331e+12,0
5.794796e+12,0
2.1388407e+13,0
7.523684e+12,0
5.6654813e+12,0
3.323156e+12,0
5.828116e+12,0
4.29695e+12,0
1.7585041e+13,0
1.2690196e+13,0
2.3906925e+13,0
2.479353e+12,0
2.4716637e+13,0
3.6634168e+12,0
8.6829297e+12,0
995714.44,0
1.3731687e+13,0
995090.25,0
1.2942687e+13,0
3.6326744e+12,0
1.0959458e+13,0
1.4837889e+12,0
9.07133e+07,0
1.1125652e+13,0
214947.25,0
5.3103936e+12,0
6.101918e+12,0
1.2222386e+13,0
1.2761028e+13,0
1.1598161e+13,0
1.9378993e+13,0
1.2032617e+13,0
1.8186165e+13,0
7.313417e+12,0
6.830701e+12,0
1.4137908e+13,0
3.9727375e+12,0
1.6372261e+13,0
5.6888305e+12,0
1.1915825e+12,0
8.691349e+12,0
1.5705987e+13,0
2.1734739e+13,0
8.012037e+12,0
1.3233823e+13,0
9.494026e+07,0
1.3026058e+13,0
1.06991704e+08,0
9.707731e+12,0
1.5095324e+13,0
1.423891e+13,0
1.3150452e+12,0
9.916453e+12,0
2.0542132e+13,0
1.2199022e+12,0
1.2191327e+13,0
1.1686391e+12,0
1.8439796e+13,0
2.1639842e+13,0
1.8654366e+13,0
8.1461217e+12,0
1.1877222e+13,0
1.2283415e+13,0
1.8923764e+13,0
1.2095311e+13,0
2.2802528e+12,0
2.178482e+13,0
1.0912962e+13,0
1.2595604e+13,0
136323.92,0
2.0795191e+12,0
1.9085924e+13,0
1.96725e+13,0
2.727148e+12,0
1.1915855e+12,0
106940.37,0
2.0488938e+13,0
1.7850887e+13,0
2.2402984e+13,0
1.1039286e+13,0
1.3656333e+13,0
7.2567074e+12,0
1.7711946e+13,0
1.0207252e+06,0
1.46306e+13,0
1.3259599e+13,0
1.5879264e+12,0
2.4912446e+12,0
1.4588251e+13,0
1.4663584e+13,0
8.5157693e+12,0
6.007147e+12,0
1.1560012e+13,0
9.740201e+12,0
1.8774895e+12,0
1.358637e+13,0
1.0672663e+13,0
1.3984885e+13,0
2.4806778e+12,0
5.529788e+12,0
2.2836024e+13,0
8.643168e+12,0
1.9158928e+13,0
1.5723535e+12,0
8.4007825e+12,0
6.944769e+12,0
1.3358464e+13,0
8.4726047e+12,0
6.007544e+12,0
5.4018724e+12,0
1.3572187e+12,0
2.995507e+11,0
1.3256126e+13,0
1.842122e+13,0
4.645798e+12,0
4.0546263e+12,0
1.3231137e+13,0
4.407303e+12,0
6.703832e+12,0
1.5382375e+13,0
1.1054588e+13,0
2.4102727e+13,0
8.948655e+12,0
5.824057e+12,0
1.2176965e+13,0
1.4803719e+13,0
7.235567e+12,0
2.51813e+13,0
1.3346094e+13,0
1.5150644e+12,0
2.409407e+12,0
1.3582959e+13,0
1.4293345e+13,0
1.3835846e+13,0
1.7565184e+12,0
8.2667965e+12,0
1.272108e+13,0
1.3236367e+13,0
1.0096054e+13,0
1.2171161e+13,0
1.6260732e+13,0
7.788049e+12,0
1.4300485e+13,0
1.2615645e+13,0
1.40343e+13,0
1.3615574e+13,0
1.2302618e+13,0
1.3170932e+13,0
1.3620682e+12,0
1.318483e+13,0
1.4710295e+13,0
1.039264e+13,0
1.2116294e+13,0
1.6932053e+13,0
7.8523184e+11,0
9.494675e+12,0
1.909523e+13,0
3.8264656e+12,0
9.778844e+12,0
1.9602426e+12,0
7.77947e+12,0
3.621098e+12,0
9.615371e+12,0
4.8940555e+11,0
1.5099273e+13,0
1.1358703e+13,0
2.3212327e+13,0
6.4304647e+12,0
8.262448e+12,0
3.9217455e+12,0
2.1854136e+13,0
120727.016,0
2.7523193e+11,0
1.6100991e+13,0
1.4722575e+13,0
1.5547049e+13,0
9.643765e+12,0
9.773464e+12,0
2.8469046e+13,0
1.3466753e+13,0
1.2392915e+12,0
1.2142366e+11,0
3.2474734e+12,0
4.51552e+12,0
3.6314918e+12,0
2.1276972e+13,0
1.4004569e+13,0
1.276075e+13,0
1.480105e+13,0
4.6756596e+12,0
1.2739914e+13,0
1.2950558e+13,0
9.119363e+12,0
1.2726335e+13,0
1.2734505e+12,0
2.909676e+12,0
1.926165e+13,0
1.2485043e+13,0
1.336398e+13,0
1.3343553e+13,0
2.0628522e+13,0
1.1240815e+13,0
1.4744098e+12,0
1.4327165e+13,0
7.340577e+12,0
1.3259921e+13,0
7.436076e+11,0
4.3571532e+07,0
4.3569228e+07,0
9.029648e+07,0
1.2712938e+13,0
1.2617666e+13,0
1.4582881e+13,0
1.3244216e+13,0
1.3512007e+12,0
1.0759775e+13,0
1.3623963e+12,0
197131.67,0
1.88846e+13,0
2.7915316e+12,0
2.1651345e+13,0
1.8102148e+13,0
1.4974678e+13,0
2.1333375e+13,0
8.994641e+07,0
2.2236493e+12,0
1.3427004e+13,0
1.3945059e+13,0
9.167241e+12,0
1.0924381e+08,0
7.6987426e+11,0
1.03819e+13,0
7.82622e+12,0
1.5158373e+13,0
1.7820625e+13,0
1.3869133e+08,0
1.7216396e+13,0
4.9529913e+11,0
2.025048e+12,0
85727.36,0
1.0970628e+13,0
1.2376983e+13,0
7.2727685e+12,0
1.6742232e+13,0
3.1635095e+12,0
1.1418698e+08,0
1.3348045e+13,0
1.3504475e+13,0
7.4283994e+11,0
1.4220881e+13,0
1.3575577e+13,0
6.512034e+12,0
3.2350934e+12,0
2.7941234e+12,0
3.95798e+11,0
1.5183742e+13,0
1.0877919e+08,0
1.0788514e+13,0
1.1503708e+13,0
9.152659e+12,0
2.846754e+12,0
1.1914051e+13,0
1.4310284e+12,0
1.6669159e+12,0
1.4380197e+13,0
5.5859285e+12,0
4.711235e+12,0
3.849179e+12,0
1.2357181e+13,0
5.9506305e+12,0
1.3980221e+13,0
7.6019904e+12,0
1.8952315e+13,0
8.2027353e+12,0
8.4601225e+12,0
1.3434613e+13,0
1.457005e+13,0
5.8325395e+11,0
1.518235e+13,0
1.0386675e+08,0
7.779592e+12,0
1.0450654e+08,0
1.6091215e+13,0
1.8069613e+12,0
1.3902917e+13,0
1.5097922e+12,0
1.2701553e+12,0
132599.53,0
1.3013615e+13,0
1.1464355e+13,0
2.5667345e+12,0
1.4681409e+13,0
1.1449158e+13,0
1.2682828e+13,0
1.161722e+13,0
1.2126433e+08,0
1.1306424e+13,0
8.206932e+12,0
362718.97,0
8.4661334e+12,0
2.155188e+13,0
2.0456501e+13,0
2.109897e+13,0
2.2198218e+12,0
1.989975e+13,0
2.707353e+12,0
2.0061585e+13,0
2.8588622e+12,0
2.2861239e+13,0
3.2149041e+12,0
1.4894532e+12,0
1.1214923e+13,0
2.1070935e+12,0
1.2390789e+13,0
1.1073977e+12,0
1.2017586e+13,0
1.3072837e+13,0
1.6684667e+13,0
8.23353e+12,0
1.04151e+13,0
1.0350299e+11,0
1.4765101e+12,0
1.3494849e+13,0
2.6058998e+12,0
1.2495208e+13,0
1.5239728e+13,0
9.164154e+12,0
3.120376e+12,0
3.9770516e+12,0
2.4838755e+12,0
3.9907466e+12,0
3.1032255e+12,0
1.2872386e+12,0
3.8061142e+08,0
1.1215657e+13,0
2.5819454e+12,0
1.0305209e+13,0
1.446773e+12,0
2.1961204e+13,0
5.0562644e+12,0
3.8353838e+12,0
1.382075e+13,0
1.3708453e+13,0
1.7677473e+13,0
1.8407159e+12,0
146624.1,0
2.731716e+12,0
1.8736e+13,0
1.2970713e+13,0
6.517785e+12,0
2.9828055e+12,0
8.637551e+12,0
1.4752927e+12,0
198824.19,0
1.1425911e+13,0
1.5050444e+13,0
8.095681e+07,0
1.3472113e+13,0
1.4415676e+12,0
3.6324505e+12,0
2.0025073e+13,0
8.229398e+12,0
5.9549386e+12,0
6.149995e+12,0
6.9045946e+12,0
8.615401e+09,0
9.978606e+12,0
1.9945327e+13,0
1.3434652e+13,0
3.9715376e+11,0
1.1202395e+12,0
1.4789446e+13,0
1.805242e+13,0
2.8495352e+12,0
1.3536391e+12,0
9.42434e+07,0
1.1005052e+13,0
4.0238394e+12,0
1.5265404e+13,0
1.5429642e+13,0
1.8309391e+13,0
1.5226188e+13,0
1.3146819e+13,0
2.0380719e+13,0
226777.9,0
1.8119003e+13,0
1.4847887e+12,0
9.8749815e+11,0
1.11904856e+08,0
1.4857066e+13,0
1.669017e+13,0
4.907482e+12,0
1.6327195e+11,0
2.0055733e+12,0
1.0434743e+13,0
3.7884485e+12,0
6.980721e+12,0
1.2075761e+13,0
1.4850869e+13,0
5.804819e+12,0
122594.24,0
8.844827e+12,0
1.2386347e+13,0
1.8018382e+13,0
1.0592739e+13,0
1.7534361e+13,0
1.0115157e+13,0
2.0968934e+13,0
1.5086171e+13,0
1.8835392e+13,0
2.450231e+13,0
1.2509311e+13,0
6.548247e+12,0
8.680022e+07,0
8.4064034e+12,0
1.0337859e+13,0
1.0638423e+13,0
1.4979696e+13,0
2.0133441e+13,0
1.1305868e+13,0
3.4310316e+12,0
2.6287993e+13,0
7.764675e+07,0
7.745454e+12,0
1.167639e+13,0
5.0103694e+11,0
9.445633e+12,0
1.7418575e+13,0
8.0030296e+11,0
128661.41,0
4.5844355e+11,0
1.3120833e+13,0
1.3106627e+13,0
5.535021e+12,0
2.09977e+13,0
1.2673985e+13,0
5.896757e+12,0
2.0351442e+12,0
1.3436184e+13,0
1.6082938e+12,0
1.8812684e+13,0
1.9989577e+13,0
1.7075434e+12,0
1.3362514e+13,0
1.088525e+13,0
1.2672724e+13,0
1.8510427e+12,0
1.8962354e+13,0
7.127928e+12,0
9.458823e+12,0
1.0021261e+13,0
1.6378146e+13,0
7.137502e+12,0
1.4833959e+13,0
1.2837895e+13,0
1.1932091e+13,0
5.029936e+12,0
1.1153999e+13,0
1.04290424e+08,0
7.2830956e+11,0
9.996822e+11,0
3.2020365e+12,0
8.881827e+12,0
1.3581464e+13,0
201045.31,0
4.2388116e+12,0
1.3569468e+13,0
2.6688447e+13,0
2.1505481e+12,0
2.8729848e+13,0
1.8934755e+13,0
2.097799e+13,0
7.258645e+12,0
1.2129436e+13,0
1.1505336e+13,0
1.9429589e+12,0
3.2714494e+12,0
3.032827e+12,0
1.1386852e+13,0
1.0569771e+13,0
2.0259554e+13,0
2.2009676e+12,0
3.9957944e+12,0
1.9176578e+13,0
1.1278901e+13,0
9.311051e+12,0
6.0963485e+12,0
1.541626e+13,0
7.1671774e+12,0
1.23425544e+08,0
9.504693e+12,0
4.7073016e+07,0
346033.38,0
1.3193732e+13,0
1.1865264e+13,0
1.4799095e+13,0
3.2060245e+12,0
8.688128e+12,0
3.378771e+12,0
6.2082384e+12,0
1.9917556e+13,0
3.687303e+12,0
1.5539793e+13,0
2.0935442e+12,0
1.0289225e+08,0
2.296219e+13,0
3.8657996e+12,0
5.9407425e+12,0
1.3222423e+13,0
1.0001177e+12,0
1.9407993e+13,0
1.3398294e+13,0
1.5987497e+12,0
2.4385344e+13,0
3.5956434e+12,0
1.6350593e+13,0
4.564271e+10,0
5.349031e+12,0
3.7470958e+12,0
1.0223685e+13,0
8.110696e+12,0
1.0236669e+13,0
2.918094e+13,0
1.2816729e+13,0
9.072423e+12,0
9.616346e+07,0
2.1549782e+12,0
1.2594656e+13,0
1.8011285e+13,0
6.845267e+12,0
2.445767e+12,0
2.0331543e+13,0
1.3289623e+13,0
1.1053458e+13,0
1.6629742e+13,0
1.0921744e+08,0
2.0547335e+13,0
4.8906397e+12,0
2.0220314e+13,0
1.766953e+13,0
3.1986627e+12,0
1.5249462e+13,0
1.7075577e+12,0
5.9293077e+12,0
1.3741947e+13,0
8.2968545e+12,0
3.2384622e+12,0
1.3957474e+13,0
3.530779e+12,0
2.620213e+13,0
1.2369899e+12,0
7.3311416e+12,0
3.2122077e+08,0
1.8419982e+11,0
5.756714e+12,0
1.0438876e+13,0
5.099251e+12,0
1.1107382e+12,0
5.153867e+11,0
1.6370034e+13,0
9.431904e+12,0
1.8600675e+13,0
1.7062078e+07,0
1.0805754e+08,0
5.8018905e+12,0
1.3053549e+13,0
1.3133294e+13,0
8.753395e+07,0
2.433466e+12,0
1.10607384e+08,0
1.0132747e+13,0
1.269214e+13,0
2.0570094e+13,0
2.6849336e+12,0
7.297818e+12,0
7.848911e+12,0
2.0405184e+13,0
1.2398305e+13,0
8.0523256e+10,0
1.0553035e+13,0
6.207474e+12,0
4.9962665e+12,0
2.9066857e+12,0
6.8707355e+12,0
2.6884673e+12,0
1.8294067e+13,0
1.1396634e+13,0
1.8314508e+13,0
